clip_id,syllable,filename,freq_rank,heard,status
v03069,mỏi,v03069.mp3,1387,từmỗi,mismatch
v03070,mỏm,v03070.mp3,4193,mỏm,ok
v03071,mỏng,v03071.mp3,2007,từmóng,mismatch
v03072,mố,v03072.mp3,4030,một,mismatch
v03073,mốc,v03073.mp3,1696,mốt,mismatch
v03074,mối,v03074.mp3,808,tửmối,mismatch
v03075,mốn,v03075.mp3,6474,muốn,mismatch
v03076,mống,v03076.mp3,4249,mống,ok
v03077,mốt,v03077.mp3,2713,từmức,mismatch
v03078,mồ,v03078.mp3,1773,từmột,mismatch
v03079,mồi,v03079.mp3,2328,từmùi,mismatch
v03080,mồm,v03080.mp3,3178,một,mismatch
v03081,mồn,v03081.mp3,5164,từmôn,mismatch
v03082,mồng,v03082.mp3,3044,từmông,mismatch
v03083,mổ,v03083.mp3,1220,mổ,ok
v03084,mỗ,v03084.mp3,3616,từmỗ,mismatch
v03085,mỗi,v03085.mp3,315,từmối,mismatch
v03086,mộ,v03086.mp3,1145,mẫu,mismatch
v03087,mộc,v03087.mp3,1833,mộc,ok
v03088,mội,v03088.mp3,5177,từmỗi,mismatch
v03089,mộng,v03089.mp3,2004,từmộng,mismatch
v03090,một,v03090.mp3,12,một,ok
v03091,mớ,v03091.mp3,3081,từmới,mismatch
v03092,mới,v03092.mp3,104,mới,ok
v03093,mớm,v03093.mp3,4458,từmón,mismatch
v03094,mớn,v03094.mp3,5388,tựmến,mismatch
v03095,mớp,v03095.mp3,7117,từmốc,mismatch
v03096,mờ,v03096.mp3,1958,tựmơ,mismatch
v03097,mời,v03097.mp3,871,tửmời,mismatch
v03098,mở,v03098.mp3,490,mở,ok
v03099,mởi,v03099.mp3,6475,mỹ,mismatch
v03100,mởn,v03100.mp3,4642,từmẫn,mismatch
v03101,mỡ,v03101.mp3,1400,mở,tone_mismatch
v03102,mợ,v03102.mp3,4579,từmở,mismatch
v03103,mợi,v03103.mp3,6743,mời,tone_mismatch
v03104,mụ,v03104.mp3,4004,từngmù,mismatch
v03105,mục,v03105.mp3,529,mục,ok
v03106,mụi,v03106.mp3,6404,từmũi,mismatch
v03107,mụn,v03107.mp3,2146,từmụn,mismatch
v03108,mụt,v03108.mp3,6994,tửmục,mismatch
v03109,mủ,v03109.mp3,2793,mủ,ok
v03110,mủi,v03110.mp3,4703,từmũi,mismatch
v03111,mủm,v03111.mp3,6681,ngấm,mismatch
v03112,mủn,v03112.mp3,5191,từmủ,mismatch
v03113,mủng,v03113.mp3,5375,từmủng,mismatch
v03114,mứ,v03114.mp3,6864,từmướn,mismatch
v03115,mứa,v03115.mp3,5444,từmướn,mismatch
v03116,mức,v03116.mp3,310,từmức,mismatch
v03117,mứt,v03117.mp3,2751,tập,mismatch
v03118,mừ,v03118.mp3,5816,mơ,mismatch
v03119,mừng,v03119.mp3,1069,tựmừng,mismatch
v03120,mừu,v03120.mp3,6403,từmù,mismatch
v03121,mửa,v03121.mp3,3506,từmưa,mismatch
v03122,mự,v03122.mp3,6192,mữ,tone_mismatch
v03123,mực,v03123.mp3,1418,từmực,mismatch
v03124,mựng,v03124.mp3,6340,từmẫn,mismatch
v03125,mỳ,v03125.mp3,2616,từmì,mismatch
v03126,mỵ,v03126.mp3,3958,từmỹ,mismatch
v03127,mỷ,v03127.mp3,5176,mỹ,tone_mismatch
v03128,mỹ,v03128.mp3,268,từmỹ,mismatch
v03129,na,v03129.mp3,1985,nè,mismatch
v03130,nai,v03130.mp3,1285,nay,mismatch
v03131,nam,v03131.mp3,57,năm,mismatch
v03132,nan,v03132.mp3,2383,tửnang,mismatch
v03133,nang,v03133.mp3,2371,tửnang,mismatch
v03134,nanh,v03134.mp3,4353,từngân,mismatch
v03135,nao,v03135.mp3,3465,từbao,mismatch
v03136,nau,v03136.mp3,5264,lau,mismatch
v03137,nay,v03137.mp3,153,từnay,mismatch
v03138,ne,v03138.mp3,5263,nê,mismatch
v03139,nem,v03139.mp3,2750,tửnghiêm,mismatch
v03140,nen,v03140.mp3,6310,mình,mismatch
v03141,neo,v03141.mp3,2337,từnêu,mismatch
v03142,nga,v03142.mp3,793,từnha,mismatch
v03143,ngai,v03143.mp3,4096,ngay,mismatch
v03144,ngam,v03144.mp3,6162,nhăm,mismatch
v03145,ngan,v03145.mp3,3028,nhăn,mismatch
v03146,ngang,v03146.mp3,1183,nghen,mismatch
v03147,nganh,v03147.mp3,6680,nhanh,mismatch
v03148,ngao,v03148.mp3,2951,nhau,mismatch
v03149,ngau,v03149.mp3,6592,từnhau,mismatch
v03150,ngay,v03150.mp3,363,từngày,mismatch
v03151,nghe,v03151.mp3,620,từnhé,mismatch
v03152,nghen,v03152.mp3,5209,nghìn,mismatch
v03153,ngheo,v03153.mp3,5085,từnghêu,mismatch
v03154,nghi,v03154.mp3,700,nghi,ok
v03155,nghia,v03155.mp3,3303,từnghe,mismatch
v03156,nghin,v03156.mp3,6101,nhưng,mismatch
v03157,nghinh,v03157.mp3,4332,nguyên,mismatch
v03158,nghiêm,v03158.mp3,662,nghiêm,ok
v03159,nghiên,v03159.mp3,568,tửnghinh,mismatch
v03160,nghiêng,v03160.mp3,2203,tựnhiên,mismatch
v03161,nghiêu,v03161.mp3,5832,từngưu,mismatch
v03162,nghiến,v03162.mp3,3670,từnghiến,mismatch
v03163,nghiền,v03163.mp3,3027,nghiền,ok
v03164,nghiễm,v03164.mp3,4187,từnghiễm,mismatch
v03165,nghiễn,v03165.mp3,6102,nghiền,tone_mismatch
v03166,nghiệm,v03166.mp3,484,nghiệm,ok
v03167,nghiện,v03167.mp3,1585,nghiện,ok
v03168,nghiệp,v03168.mp3,129,từnghiệp,mismatch
v03169,nghiệt,v03169.mp3,2340,nhiệt,mismatch
v03170,nghè,v03170.mp3,3359,tựnghe,mismatch
v03171,nghèn,v03171.mp3,4548,từngàn,mismatch
v03172,nghèo,v03172.mp3,870,nghèo,ok
v03173,nghé,v03173.mp3,3038,nghé,ok
v03174,nghén,v03174.mp3,3478,nhãn,mismatch
v03175,nghéo,v03175.mp3,6513,nếu,mismatch
v03176,nghép,v03176.mp3,6679,từnghếp,mismatch
v03177,nghét,v03177.mp3,4550,nghét,ok
v03178,nghê,v03178.mp3,3683,nhê,mismatch
v03179,nghênh,v03179.mp3,2389,nghen,mismatch
v03180,nghêu,v03180.mp3,3507,từnghèo,mismatch
v03181,nghì,v03181.mp3,6863,tửghê,mismatch
v03182,nghìn,v03182.mp3,1104,ngân,mismatch
v03183,nghía,v03183.mp3,4392,từnghiếc,mismatch
v03184,nghín,v03184.mp3,6862,nghiên,mismatch
v03185,nghĩ,v03185.mp3,541,nghỉ,tone_mismatch
v03186,nghĩa,v03186.mp3,530,nghĩa,ok
v03187,nghĩnh,v03187.mp3,3481,từnghính,mismatch
v03188,nghẹ,v03188.mp3,6591,từnhé,mismatch
v03189,nghẹn,v03189.mp3,2305,từnhững,mismatch
v03190,nghẹt,v03190.mp3,2925,nhiệt,mismatch
v03191,nghẻ,v03191.mp3,6793,từnghẽ,mismatch
v03192,nghẽn,v03192.mp3,2587,nghiền,mismatch
v03193,nghẽo,v03193.mp3,5513,từnghẻo,mismatch
v03194,nghế,v03194.mp3,6740,tựnghĩ,mismatch
v03195,nghếch,v03195.mp3,4555,nhất,mismatch
v03196,nghề,v03196.mp3,672,nghề,ok
v03197,nghể,v03197.mp3,6992,nghể,ok
v03198,nghển,v03198.mp3,6920,nghiền,mismatch
v03199,nghễ,v03199.mp3,5601,nghể,tone_mismatch
v03200,nghệ,v03200.mp3,280,nhảy,mismatch
v03201,nghệch,v03201.mp3,4765,nghiệp,mismatch
v03202,nghệm,v03202.mp3,6739,nghẹm,mismatch
v03203,nghệp,v03203.mp3,5613,nghề,mismatch
v03204,nghỉ,v03204.mp3,690,nghĩ,tone_mismatch
v03205,nghỉm,v03205.mp3,5040,nghiệm,mismatch
v03206,nghỉu,v03206.mp3,6338,ngủ,mismatch
v03207,nghị,v03207.mp3,303,nghỉ,tone_mismatch
v03208,nghịch,v03208.mp3,2216,đó,mismatch
v03209,nghịt,v03209.mp3,4202,nhiệt,mismatch
v03210,nghịu,v03210.mp3,5003,tựngủ,mismatch
v03211,ngo,v03211.mp3,2401,từngo,mismatch
v03212,ngoa,v03212.mp3,4270,từngoa,mismatch
v03213,ngoai,v03213.mp3,3570,ngoài,tone_mismatch
v03214,ngoan,v03214.mp3,1822,hoan,mismatch
v03215,ngoe,v03215.mp3,4592,mới,mismatch
v03216,ngoi,v03216.mp3,3968,tựngoi,mismatch
v03217,ngon,v03217.mp3,1205,từngon,mismatch
v03218,ngong,v03218.mp3,6642,ngông,mismatch
v03219,ngoài,v03219.mp3,185,từngoài,mismatch
v03220,ngoác,v03220.mp3,6439,ngóa,mismatch
v03221,ngoái,v03221.mp3,1378,ngoải,tone_mismatch
v03222,ngoáy,v03222.mp3,4816,ngoái,mismatch
v03223,ngoã,v03223.mp3,5674,hoa,mismatch
v03224,ngoãn,v03224.mp3,3023,ngoảng,mismatch
v03225,ngoạ,v03225.mp3,4557,khônghóa,mismatch
v03226,ngoạc,v03226.mp3,4791,ngoạt,mismatch
v03227,ngoại,v03227.mp3,514,ngoại,ok
v03228,ngoạm,v03228.mp3,5374,khoảm,mismatch
v03229,ngoạn,v03229.mp3,2619,hoảng,mismatch
v03230,ngoạt,v03230.mp3,6337,ngọt,mismatch
v03231,ngoải,v03231.mp3,5223,ngoải,ok
v03232,ngoắt,v03232.mp3,5079,ngóa,mismatch
v03233,ngoằng,v03233.mp3,5084,hoằng,mismatch
v03234,ngu,v03234.mp3,3105,từngu,mismatch
v03235,ngum,v03235.mp3,6919,ngâm,mismatch
v03236,nguy,v03236.mp3,643,nguy,ok
v03237,nguyên,v03237.mp3,263,nguyên,ok
v03238,nguyến,v03238.mp3,5712,từnguyễn,mismatch
v03239,nguyền,v03239.mp3,3209,nguyên,tone_mismatch
v03240,nguyển,v03240.mp3,6676,từmiễn,mismatch
v03241,nguyễn,v03241.mp3,133,nguyễn,ok
v03242,nguyện,v03242.mp3,920,nguyện,ok
v03243,nguyệt,v03243.mp3,1783,tựnguyệt,mismatch
v03244,nguây,v03244.mp3,6737,nguôi,mismatch
v03245,nguôi,v03245.mp3,3221,từnúi,mismatch
v03246,nguýt,v03246.mp3,5301,quýt,mismatch
v03247,nguầy,v03247.mp3,6472,tựnguôi,mismatch
v03248,nguẩy,v03248.mp3,5471,nguẩy,ok
v03249,nguậy,v03249.mp3,5244,ngoậy,mismatch
v03250,nguốn,v03250.mp3,6470,từngủ,mismatch
v03251,nguồi,v03251.mp3,7111,ngôi,mismatch
v03252,nguồn,v03252.mp3,473,từnguồn,mismatch
v03253,nguội,v03253.mp3,2618,từnguội,mismatch
v03254,nguỵ,v03254.mp3,2826,ngụy,tone_mismatch
v03255,ngà,v03255.mp3,2346,từnga,mismatch
v03256,ngài,v03256.mp3,2393,ngày,mismatch
v03257,ngàm,v03257.mp3,6594,từngàm,mismatch
v03258,ngàn,v03258.mp3,1124,từngang,mismatch
v03259,ngàng,v03259.mp3,2584,từnhàm,mismatch
v03260,ngành,v03260.mp3,355,nhanh,mismatch
v03261,ngào,v03261.mp3,1856,tưởngnào,mismatch
v03262,ngàu,v03262.mp3,6993,ngâu,mismatch
v03263,ngày,v03263.mp3,44,nghề,mismatch
v03264,ngác,v03264.mp3,3603,nếp,mismatch
v03265,ngách,v03265.mp3,3008,nất,mismatch
v03266,ngái,v03266.mp3,4740,ngáy,mismatch
v03267,ngán,v03267.mp3,2718,nhắn,mismatch
v03268,ngáng,v03268.mp3,5239,nhấn,mismatch
v03269,ngáo,v03269.mp3,3077,từngáo,mismatch
v03270,ngáp,v03270.mp3,4358,từnháp,mismatch
v03271,ngát,v03271.mp3,3809,nhắc,mismatch
v03272,ngáy,v03272.mp3,3543,nấy,mismatch
v03273,ngâm,v03273.mp3,1841,năm,mismatch
v03274,ngân,v03274.mp3,351,ngưng,mismatch
v03275,ngâu,v03275.mp3,4761,ngao,mismatch
v03276,ngây,v03276.mp3,2489,tửnghe,mismatch
v03277,ngã,v03277.mp3,1074,ngã,ok
v03278,ngãi,v03278.mp3,1591,ngẫy,mismatch
v03279,ngãng,v03279.mp3,6593,nhãn,mismatch
v03280,ngò,v03280.mp3,3955,do,mismatch
v03281,ngòi,v03281.mp3,3210,ngồi,mismatch
v03282,ngòm,v03282.mp3,4384,ngon,mismatch
v03283,ngòn,v03283.mp3,5761,ngầm,mismatch
v03284,ngó,v03284.mp3,2917,ngó,ok
v03285,ngóc,v03285.mp3,3830,từngốc,mismatch
v03286,ngói,v03286.mp3,3064,ngói,ok
v03287,ngón,v03287.mp3,1938,hướng,mismatch
v03288,ngóng,v03288.mp3,2748,ngóng,ok
v03289,ngóp,v03289.mp3,5950,từngất,mismatch
v03290,ngót,v03290.mp3,3236,ngất,mismatch
v03291,ngô,v03291.mp3,1108,mô,mismatch
v03292,ngôi,v03292.mp3,772,ngôi,ok
v03293,ngôn,v03293.mp3,1222,ngông,mismatch
v03294,ngông,v03294.mp3,3687,từngông,mismatch
v03295,ngõ,v03295.mp3,1614,từngõ,mismatch
v03296,ngùi,v03296.mp3,2768,ngồi,mismatch
v03297,ngùn,v03297.mp3,3999,ngúng,mismatch
v03298,ngùng,v03298.mp3,3079,từngùng,mismatch
v03299,ngúm,v03299.mp3,6249,ngấm,mismatch
v03300,ngúng,v03300.mp3,6360,ngúng,ok
v03301,ngút,v03301.mp3,3104,ngúc,mismatch
v03302,ngăm,v03302.mp3,4455,cửngâm,mismatch
v03303,ngăn,v03303.mp3,1004,nhanh,mismatch
v03304,ngũ,v03304.mp3,1167,ngủ,tone_mismatch
v03305,ngơ,v03305.mp3,2810,nhớ,mismatch
v03306,ngơi,v03306.mp3,1898,từngơi,mismatch
v03307,ngư,v03307.mp3,1188,ngư,ok
v03308,ngưng,v03308.mp3,2104,từngưng,mismatch
v03309,ngưu,v03309.mp3,3405,ngưu,ok
v03310,ngươi,v03310.mp3,4280,ngươi,ok
v03311,ngươn,v03311.mp3,5606,từngân,mismatch
v03312,ngước,v03312.mp3,4024,ngực,mismatch
v03313,ngưới,v03313.mp3,6471,ngưới,ok
v03314,người,v03314.mp3,10,tưngý,mismatch
v03315,ngườm,v03315.mp3,5939,tửngưng,mismatch
v03316,ngưởi,v03316.mp3,5899,ngửi,mismatch
v03317,ngưởng,v03317.mp3,3690,ngưỡng,tone_mismatch
v03318,ngưỡng,v03318.mp3,1411,ngưỡng,ok
v03319,ngược,v03319.mp3,1114,từngược,mismatch
v03320,ngượi,v03320.mp3,6590,từngười,mismatch
v03321,ngượng,v03321.mp3,3348,từngưỡng,mismatch
v03322,ngạ,v03322.mp3,6921,nhàạ,mismatch
v03323,ngạc,v03323.mp3,1813,tửngạc,mismatch
v03324,ngạch,v03324.mp3,1875,nhặt,mismatch
v03325,ngại,v03325.mp3,1012,ngày,mismatch
v03326,ngạn,v03326.mp3,3162,nhắn,mismatch
v03327,ngạnh,v03327.mp3,5048,ngẫn,mismatch
v03328,ngạo,v03328.mp3,3748,nhậu,mismatch
v03329,ngạt,v03329.mp3,2424,từnhà,mismatch
v03330,ngả,v03330.mp3,2702,nhá,mismatch
v03331,ngải,v03331.mp3,3711,ngãi,tone_mismatch
v03332,ngảo,v03332.mp3,6361,ngảo,ok
v03333,ngấm,v03333.mp3,2746,ngấm,ok
v03334,ngấn,v03334.mp3,4035,dạ,mismatch
v03335,ngấp,v03335.mp3,4804,ngắt,mismatch
v03336,ngất,v03336.mp3,2080,từmất,mismatch
v03337,ngấu,v03337.mp3,5013,từngấu,mismatch
v03338,ngấy,v03338.mp3,4072,ngấy,ok
v03339,ngầm,v03339.mp3,1649,từngầm,mismatch
v03340,ngần,v03340.mp3,2289,từngừng,mismatch
v03341,ngầu,v03341.mp3,3984,ngầu,ok
v03342,ngầy,v03342.mp3,5900,nghề,mismatch
v03343,ngẩm,v03343.mp3,3644,từngấm,mismatch
v03344,ngẩn,v03344.mp3,3388,ngững,mismatch
v03345,ngẩng,v03345.mp3,4013,ngẫn,mismatch
v03346,ngẩy,v03346.mp3,6402,từnghỉ,mismatch
v03347,ngẫm,v03347.mp3,2861,ngẫm,ok
v03348,ngẫu,v03348.mp3,2499,ngẫu,ok
v03349,ngậm,v03349.mp3,2408,tựnhậm,mismatch
v03350,ngập,v03350.mp3,1119,ngập,ok
v03351,ngật,v03351.mp3,6741,từngực,mismatch
v03352,ngậy,v03352.mp3,3458,ngày,mismatch
v03353,ngắc,v03353.mp3,4838,ngắt,mismatch
v03354,ngắm,v03354.mp3,1800,ngấm,mismatch
v03355,ngắn,v03355.mp3,1040,từngắn,mismatch
v03356,ngắt,v03356.mp3,2816,nhé,mismatch
v03357,ngằn,v03357.mp3,5305,ngằng,mismatch
v03358,ngặt,v03358.mp3,2330,nhạc,mismatch
v03359,ngọ,v03359.mp3,2999,từngọ,mismatch
v03360,ngọc,v03360.mp3,502,ngọc,ok
v03361,ngọn,v03361.mp3,1645,tựngỏng,mismatch
v03362,ngọng,v03362.mp3,4380,ngổng,mismatch
v03363,ngọt,v03363.mp3,1197,tửngọt,mismatch
v03364,ngỏ,v03364.mp3,2501,từngõ,mismatch
v03365,ngố,v03365.mp3,4676,ngủ,mismatch
v03366,ngốc,v03366.mp3,3372,gốc,mismatch
v03367,ngốn,v03367.mp3,3869,ngốn,ok
v03368,ngốt,v03368.mp3,6548,ngốc,mismatch
v03369,ngồ,v03369.mp3,6549,từngô,mismatch
v03370,ngồi,v03370.mp3,780,ngồi,ok
v03371,ngồn,v03371.mp3,5125,tửngồm,mismatch
v03372,ngồng,v03372.mp3,5415,tửvong,mismatch
v03373,ngổ,v03373.mp3,4468,từngỗ,mismatch
v03374,ngổm,v03374.mp3,6678,ngõm,mismatch
v03375,ngổn,v03375.mp3,2974,ngổn,ok
v03376,ngỗ,v03376.mp3,4764,từngủ,mismatch
v03377,ngỗn,v03377.mp3,6738,ngủ,mismatch
v03378,ngỗng,v03378.mp3,3933,ngỗng,ok
v03379,ngộ,v03379.mp3,1588,từngộ,mismatch
v03380,ngộc,v03380.mp3,6146,ngọc,mismatch
v03381,ngộn,v03381.mp3,5364,từngộm,mismatch
v03382,ngộp,v03382.mp3,4732,ngập,mismatch
v03383,ngột,v03383.mp3,1912,ngục,mismatch
v03384,ngớ,v03384.mp3,3715,ngớ,ok
v03385,ngớn,v03385.mp3,6280,từngấn,mismatch
v03386,ngớt,v03386.mp3,3437,ngất,mismatch
v03387,ngờ,v03387.mp3,696,ngờ,ok
v03388,ngời,v03388.mp3,3015,người,mismatch
v03389,ngởi,v03389.mp3,6281,ngởi,ok
v03390,ngỡ,v03390.mp3,2190,từngỡ,mismatch
v03391,ngợ,v03391.mp3,5304,từngợi,mismatch
v03392,ngợi,v03392.mp3,1974,từngngười,mismatch
v03393,ngợm,v03393.mp3,3457,ngậm,mismatch
v03394,ngợp,v03394.mp3,3275,ngợp,ok
v03395,ngụ,v03395.mp3,1103,ngủ,tone_mismatch
v03396,ngụa,v03396.mp3,4815,từngũ,mismatch
v03397,ngục,v03397.mp3,3111,ngục,ok
v03398,ngụm,v03398.mp3,4170,ngấm,mismatch
v03399,ngụp,v03399.mp3,4531,từngực,mismatch
v03400,ngụt,v03400.mp3,4007,ngục,mismatch
v03401,ngủ,v03401.mp3,818,ngủ,ok
v03402,ngủi,v03402.mp3,3071,từngũi,mismatch
v03403,ngủn,v03403.mp3,5779,từngũng,mismatch
v03404,ngủng,v03404.mp3,7112,ngũng,tone_mismatch
v03405,ngứ,v03405.mp3,6063,ngứ,ok
v03406,ngứa,v03406.mp3,2503,ngứa,ok
v03407,ngừ,v03407.mp3,2852,từngực,mismatch
v03408,ngừa,v03408.mp3,1517,tựngờ,mismatch
v03409,ngừm,v03409.mp3,6792,nghiêm,mismatch
v03410,ngừng,v03410.mp3,1311,ngừng,ok
v03411,ngửa,v03411.mp3,2624,ngựa,tone_mismatch
v03412,ngửi,v03412.mp3,3242,ngửi,ok
v03413,ngữ,v03413.mp3,895,ngữ,ok
v03414,ngữa,v03414.mp3,6677,ngữ,mismatch
v03415,ngự,v03415.mp3,2758,ngữ,tone_mismatch
v03416,ngựa,v03416.mp3,2122,ngựa,ok
v03417,ngực,v03417.mp3,1512,ngực,ok
v03418,ngựu,v03418.mp3,7110,nghiều,mismatch
v03419,nha,v03419.mp3,1235,nha,ok
v03420,nhai,v03420.mp3,2688,tíaanh,mismatch
v03421,nham,v03421.mp3,3151,nhem,mismatch
v03422,nhan,v03422.mp3,1653,nhiền,mismatch
v03423,nhang,v03423.mp3,2727,nhang,ok
v03424,nhanh,v03424.mp3,567,nhanh,ok
v03425,nhao,v03425.mp3,4797,từnhau,mismatch
v03426,nhau,v03426.mp3,316,từnhau,mismatch
v03427,nhay,v03427.mp3,6438,nhây,mismatch
v03428,nhe,v03428.mp3,4625,nha,mismatch
v03429,nhem,v03429.mp3,4363,tựnhám,mismatch
v03430,nhen,v03430.mp3,3801,nhang,mismatch
v03431,nheo,v03431.mp3,3302,từnhau,mismatch
v03432,nhi,v03432.mp3,941,nhi,ok
v03433,nhia,v03433.mp3,5831,nhe,mismatch
v03434,nhim,v03434.mp3,5098,tựnhiên,mismatch
v03435,nhin,v03435.mp3,5572,từnhững,mismatch
v03436,nhinh,v03436.mp3,5815,nhân,mismatch
v03437,nhiu,v03437.mp3,6735,từnhu,mismatch
v03438,nhiêm,v03438.mp3,5163,nhiêm,ok
v03439,nhiên,v03439.mp3,227,nhưng,mismatch
v03440,nhiêu,v03440.mp3,1187,nhiều,tone_mismatch
v03441,nhiếc,v03441.mp3,4487,viết,mismatch
v03442,nhiếp,v03442.mp3,2006,nhíp,mismatch
v03443,nhiếu,v03443.mp3,5986,nhớ,mismatch
v03444,nhiềm,v03444.mp3,6512,niềm,mismatch
v03445,nhiền,v03445.mp3,5798,nhiên,tone_mismatch
v03446,nhiều,v03446.mp3,27,từnhiều,mismatch
v03447,nhiểm,v03447.mp3,6062,từnhiễm,mismatch
v03448,nhiển,v03448.mp3,6025,từnhiễn,mismatch
v03449,nhiểu,v03449.mp3,5421,nhiều,tone_mismatch
v03450,nhiễm,v03450.mp3,829,từnhiễm,mismatch
v03451,nhiễn,v03451.mp3,5600,nhịn,mismatch
v03452,nhiễu,v03452.mp3,2536,nhiều,tone_mismatch
v03453,nhiệm,v03453.mp3,293,từnhiệm,mismatch
v03454,nhiện,v03454.mp3,5451,những,mismatch
v03455,nhiệp,v03455.mp3,5537,nhịp,mismatch
v03456,nhiệt,v03456.mp3,771,nhạc,mismatch
v03457,nhiệu,v03457.mp3,5673,từnhiều,mismatch
v03458,nho,v03458.mp3,2000,từnhá,mismatch
v03459,nhoay,v03459.mp3,6190,nhầy,mismatch
v03460,nhoi,v03460.mp3,4238,nhôi,mismatch
v03461,nhom,v03461.mp3,4493,nhem,mismatch
v03462,nhon,v03462.mp3,5271,nhưng,mismatch
v03463,nhong,v03463.mp3,5599,từnhau,mismatch
v03464,nhoong,v03464.mp3,6791,nhong,mismatch
v03465,nhoà,v03465.mp3,3638,chỉ,mismatch
v03466,nhoài,v03466.mp3,4312,từngày,mismatch
v03467,nhoáng,v03467.mp3,3258,ngắn,mismatch
v03468,nhoáy,v03468.mp3,6099,lấy,mismatch
v03469,nhoè,v03469.mp3,4335,nghề,mismatch
v03470,nhoét,v03470.mp3,6098,từnhất,mismatch
v03471,nhoóng,v03471.mp3,7106,nhưng,mismatch
v03472,nhoạng,v03472.mp3,5760,từnhỏng,mismatch
v03473,nhoằng,v03473.mp3,7107,nhưng,mismatch
v03474,nhoẹt,v03474.mp3,5443,nhiệt,mismatch
v03475,nhu,v03475.mp3,789,nhu,ok
v03476,nhum,v03476.mp3,4492,nhiêm,mismatch
v03477,nhung,v03477.mp3,1564,nhu,mismatch
v03478,nhuy,v03478.mp3,6277,nghề,mismatch
v03479,nhuyễn,v03479.mp3,2732,từnhững,mismatch
v03480,nhuân,v03480.mp3,5536,nhúng,mismatch
v03481,nhuần,v03481.mp3,3183,nhuần,ok
v03482,nhuận,v03482.mp3,1131,nhổm,mismatch
v03483,nhuật,v03483.mp3,6469,nhật,mismatch
v03484,nhuế,v03484.mp3,4065,nhuế,ok
v03485,nhuệ,v03485.mp3,3347,nhuệ,ok
v03486,nhuốc,v03486.mp3,5083,dước,mismatch
v03487,nhuốm,v03487.mp3,4311,từnhún,mismatch
v03488,nhuộm,v03488.mp3,2493,những,mismatch
v03489,nhuỵ,v03489.mp3,4480,nghị,mismatch
v03490,nhà,v03490.mp3,31,tửnhà,mismatch
v03491,nhài,v03491.mp3,4364,nhầy,mismatch
v03492,nhàm,v03492.mp3,2870,nhem,mismatch
v03493,nhàn,v03493.mp3,2167,nhang,mismatch
v03494,nhàng,v03494.mp3,1637,từnhan,mismatch
v03495,nhành,v03495.mp3,4686,nhành,ok
v03496,nhào,v03496.mp3,2757,nhau,mismatch
v03497,nhàu,v03497.mp3,4186,nhau,tone_mismatch
v03498,nhày,v03498.mp3,5346,từnhây,mismatch
v03499,nhá,v03499.mp3,3764,dạ,mismatch
v03500,nhác,v03500.mp3,3334,nhắc,mismatch
v03501,nhách,v03501.mp3,5582,nhất,mismatch
v03502,nhái,v03502.mp3,2589,nhảy,mismatch
v03503,nhám,v03503.mp3,4287,nhấm,mismatch
v03504,nháng,v03504.mp3,5923,từnhắn,mismatch
v03505,nhánh,v03505.mp3,1327,nhấn,mismatch
v03506,nháo,v03506.mp3,3352,nháo,ok
v03507,nháp,v03507.mp3,3793,nhất,mismatch
v03508,nhát,v03508.mp3,1937,nhé,mismatch
v03509,nháy,v03509.mp3,3516,nháy,ok
v03510,nhâm,v03510.mp3,3118,nhâm,ok
v03511,nhân,v03511.mp3,52,nhân,ok
v03512,nhây,v03512.mp3,6222,nhi,mismatch
v03513,nhã,v03513.mp3,1877,nhả,tone_mismatch
v03514,nhãi,v03514.mp3,6145,nhảy,mismatch
v03515,nhãn,v03515.mp3,1415,từnhững,mismatch
v03516,nhãng,v03516.mp3,4292,nhãn,mismatch
v03517,nhão,v03517.mp3,3611,nhão,ok
v03518,nhè,v03518.mp3,4424,tựnhé,mismatch
v03519,nhèm,v03519.mp3,4696,từnhiệm,mismatch
v03520,nhèo,v03520.mp3,5500,nhiều,mismatch
v03521,nhé,v03521.mp3,1770,nhé,ok
v03522,nhéo,v03522.mp3,5409,nháo,mismatch
v03523,nhép,v03523.mp3,4652,nhiếp,mismatch
v03524,nhét,v03524.mp3,2785,nhếch,mismatch
v03525,nhê,v03525.mp3,6336,nhe,mismatch
v03526,nhì,v03526.mp3,1939,từnhi,mismatch
v03527,nhìa,v03527.mp3,6736,tửnhiệt,mismatch
v03528,nhìn,v03528.mp3,564,nhìn,ok
v03529,nhìu,v03529.mp3,6547,từnhiều,mismatch
v03530,nhí,v03530.mp3,1957,nhí,ok
v03531,nhích,v03531.mp3,2957,nhứt,mismatch
v03532,nhím,v03532.mp3,3898,nghiến,mismatch
v03533,nhín,v03533.mp3,5526,nhấn,mismatch
v03534,nhíp,v03534.mp3,4979,nhiếp,mismatch
v03535,nhít,v03535.mp3,5149,nhứt,mismatch
v03536,nhíu,v03536.mp3,5227,nhíu,ok
v03537,nhò,v03537.mp3,6123,nhờ,mismatch
v03538,nhòm,v03538.mp3,4133,nhôm,mismatch
v03539,nhó,v03539.mp3,4442,từnhớ,mismatch
v03540,nhóc,v03540.mp3,2971,nhấp,mismatch
v03541,nhói,v03541.mp3,3641,nhói,ok
v03542,nhóm,v03542.mp3,476,nhấm,mismatch
v03543,nhón,v03543.mp3,5109,từnhóm,mismatch
v03544,nhóng,v03544.mp3,6990,nhốn,mismatch
v03545,nhóp,v03545.mp3,6545,nhóc,mismatch
