id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
11165,rục,v04699,3778,final,c,rục,rụt,rụng,rụm,1,medium,0
11166,rìa,v04527,3779,tone,huyen,rìa,rịa,ria,rỉa,1,hard,0
11167,rìa,v04527,3779,vowel,ia,rìa,rà,rùa,rò,1,easy,0
11168,rìa,v04527,3779,onset,r,rìa,dìa,chìa,thìa,1,medium,0
11169,nhăng,v03568,3780,tone,ngang,nhăng,nhằng,nhắng,nhặng,1,hard,0
11170,nhăng,v03568,3780,vowel,ă,nhăng,nhang,nhưng,nhung,1,medium,0
11171,nhăng,v03568,3780,onset,nh,nhăng,tăng,năng,đăng,1,easy,0
11172,liếc,v02396,3781,vowel,iê,liếc,lúc,lắc,lốc,1,easy,0
11173,liếc,v02396,3781,onset,l,liếc,chiếc,tiếc,xiếc,1,easy,0
11174,liếc,v02396,3781,final,c,liếc,liếng,liếm,liếp,1,easy,0
11175,dền,v01235,3782,vowel,ê,dền,dèn,diền,dần,1,hard,0
11176,dền,v01235,3782,onset,d,dền,rền,nền,bền,1,medium,0
11177,dền,v01235,3782,final,n,dền,dềnh,dề,dều,1,medium,0
11178,núm,v03829,3783,vowel,u,núm,nắm,ném,nấm,1,easy,0
11179,núm,v03829,3783,onset,n,núm,lúm,cúm,túm,1,medium,0
11180,núm,v03829,3783,final,m,núm,nút,núp,núc,1,easy,0
11181,kẻo,v02344,3784,tone,hoi,kẻo,kèo,kéo,kẹo,1,medium,0
11182,kẻo,v02344,3784,onset,k,kẻo,dẻo,lẻo,trẻo,1,easy,0
11183,xúi,v06415,3785,tone,sac,xúi,xui,xụi,xùi,1,hard,0
11184,xúi,v06415,3785,onset,x,xúi,súi,núi,túi,1,medium,0
11185,mạt,v02994,3786,vowel,a,mạt,mặt,một,mật,1,medium,0
11186,mạt,v02994,3786,onset,m,mạt,đạt,phạt,hạt,1,easy,0
11187,mạt,v02994,3786,final,t,mạt,mạch,mạc,mạnh,1,hard,0
11188,cưu,v00846,3787,tone,ngang,cưu,cứu,cừu,cựu,1,hard,0
11189,cưu,v00846,3787,onset,c,cưu,lưu,ưu,mưu,1,easy,0
11190,búi,v00165,3789,tone,sac,búi,bụi,bui,bùi,1,hard,0
11191,búi,v00165,3789,onset,b,búi,núi,túi,cúi,1,easy,0
11192,hích,v01810,3790,onset,h,hích,tích,thích,ích,1,easy,0
11193,hích,v01810,3790,final,ch,hích,hít,hí,híp,1,medium,0
11194,bu,v00059,3791,tone,ngang,bu,bù,bú,bụ,1,hard,0
11195,bu,v00059,3791,vowel,u,bu,bư,ba,bia,1,medium,0
11196,bu,v00059,3791,onset,b,bu,thu,khu,du,1,easy,0
11197,bu,v00059,3791,final,,bu,bung,bun,bum,1,easy,0
11198,chíp,v00518,3792,vowel,i,chíp,chấp,chép,chớp,1,easy,0
11199,chíp,v00518,3792,onset,ch,chíp,kíp,típ,nhíp,1,easy,0
11200,chíp,v00518,3792,final,p,chíp,chính,chí,chín,1,easy,0
11201,nháp,v03507,3793,vowel,a,nháp,nhiếp,nhấp,nhép,1,easy,0
11202,nháp,v03507,3793,onset,nh,nháp,pháp,áp,đáp,1,easy,0
11203,nháp,v03507,3793,final,p,nháp,nhánh,nhát,nhái,1,easy,0
11204,kỉnh,v02363,3794,tone,hoi,kỉnh,kình,kinh,kính,1,medium,0
11205,kỉnh,v02363,3794,onset,k,kỉnh,tỉnh,chỉnh,đỉnh,1,easy,0
11206,đểu,v06871,3795,tone,hoi,đểu,đều,đêu,đếu,1,medium,0
11207,đểu,v06871,3795,final,u,đểu,để,đển,đểm,1,easy,0
11208,chong,v00420,3796,tone,ngang,chong,chóng,chòng,chỏng,1,hard,0
11209,chong,v00420,3796,vowel,o,chong,chông,chương,chung,1,medium,0
11210,chong,v00420,3796,onset,ch,chong,trong,long,phong,1,medium,0
11211,chong,v00420,3796,final,ng,chong,chon,cho,chom,1,medium,0
11212,chịt,v00668,3797,vowel,i,chịt,chặt,chuột,chật,1,easy,0
11213,chịt,v00668,3797,onset,ch,chịt,trịt,thịt,vịt,1,medium,0
11214,vằn,v06186,3798,tone,huyen,vằn,văn,vặn,vẳn,1,hard,0
11215,vằn,v06186,3798,vowel,ă,vằn,vàn,vườn,vần,1,medium,0
11216,vằn,v06186,3798,onset,v,vằn,dằn,hằn,nhằn,1,medium,0
11217,sấm,v04902,3799,tone,sac,sấm,sâm,sẫm,sậm,1,hard,0
11218,sấm,v04902,3799,vowel,â,sấm,sớm,sắm,sám,1,medium,0
11219,sấm,v04902,3799,onset,s,sấm,cấm,tấm,ấm,1,easy,0
11220,sấm,v04902,3799,final,m,sấm,sấu,sấy,sấp,1,easy,0
11221,nhổn,v03672,3800,tone,hoi,nhổn,nhộn,nhốn,nhôn,1,easy,0
11222,nhổn,v03672,3800,vowel,ô,nhổn,nhởn,nhản,nhẩn,1,medium,0
11223,nhổn,v03672,3800,onset,nh,nhổn,ổn,tổn,ngổn,1,easy,0
11224,nhen,v03430,3801,vowel,e,nhen,nhân,nhiên,nhan,1,easy,0
11225,nhen,v03430,3801,onset,nh,nhen,quen,đen,khen,1,easy,0
11226,nhen,v03430,3801,final,n,nhen,nheo,nhem,nhe,1,easy,0
11227,lừ,v02785,3802,tone,huyen,lừ,lư,lự,lử,1,hard,0
11228,lừ,v02785,3802,vowel,ư,lừ,lờ,lù,là,1,hard,0
11229,lừ,v02785,3802,onset,l,lừ,từ,trừ,cừ,1,easy,0
11230,nhỉnh,v03649,3803,onset,nh,nhỉnh,tỉnh,chỉnh,đỉnh,1,easy,0
11231,chiu,v00390,3804,tone,ngang,chiu,chìu,chíu,chịu,1,hard,0
11232,chiu,v00390,3804,vowel,i,chiu,châu,chiêu,chau,1,easy,0
11233,chiu,v00390,3804,onset,ch,chiu,liu,siu,niu,1,easy,0
11234,chiu,v00390,3804,final,u,chiu,chi,chim,chinh,1,easy,0
11235,xóc,v06400,3805,vowel,o,xóc,xốc,xác,xúc,1,medium,0
11236,xóc,v06400,3805,onset,x,xóc,sóc,khóc,tóc,1,medium,0
11237,xóc,v06400,3805,final,c,xóc,xót,xóm,xó,1,medium,0
11238,rủa,v04706,3806,tone,hoi,rủa,rùa,rua,rũa,1,medium,1
11239,rủa,v04706,3806,vowel,ua,rủa,rẻ,rửa,rủ,1,easy,0
11240,rủa,v04706,3806,onset,r,rủa,của,sủa,bủa,1,easy,0
11241,nộm,v03948,3807,vowel,ô,nộm,niệm,nậm,nệm,1,easy,0
11242,nộm,v03948,3807,onset,n,nộm,lộm,trộm,cộm,1,medium,0
11243,nộm,v03948,3807,final,m,nộm,nội,nộp,nộ,1,easy,0
11244,phốt,v04186,3808,vowel,ô,phốt,phớt,phát,phút,1,medium,0
11245,phốt,v04186,3808,onset,ph,phốt,tốt,sốt,chốt,1,easy,0
11246,phốt,v04186,3808,final,t,phốt,phốc,phố,phối,1,medium,0
11247,ngát,v03271,3809,vowel,a,ngát,ngắt,ngất,ngút,1,medium,0
11248,ngát,v03271,3809,onset,ng,ngát,phát,sát,hát,1,easy,0
11249,ngát,v03271,3809,final,t,ngát,ngách,ngác,ngán,1,hard,0
11250,héc,v01798,3810,vowel,e,héc,hước,hóc,hức,1,easy,0
11251,héc,v01798,3810,onset,h,héc,séc,đéc,téc,1,easy,0
11252,héc,v01798,3810,final,c,héc,hét,hé,héo,1,medium,0
11253,đanh,v06627,3811,tone,ngang,đanh,đánh,đành,đảnh,1,hard,0
11254,đanh,v06627,3811,onset,đ,đanh,anh,thanh,danh,1,easy,0
11255,đanh,v06627,3811,final,nh,đanh,đang,đan,đa,1,hard,0
11256,mia,v02819,3812,vowel,ia,mia,mua,mô,mưa,1,easy,0
11257,mia,v02819,3812,onset,m,mia,chia,kia,bia,1,easy,0
11258,vồ,v06230,3813,tone,huyen,vồ,vô,vổ,vỗ,1,hard,0
11259,vồ,v06230,3813,vowel,ô,vồ,vờ,vò,và,1,hard,0
11260,vồ,v06230,3813,onset,v,vồ,dồ,hồ,đồ,1,medium,0
11261,vồ,v06230,3813,final,,vồ,vồng,vồn,vồm,1,easy,0
11262,dốt,v01257,3814,vowel,ô,dốt,dớt,dót,dứt,1,hard,0
11263,dốt,v01257,3814,onset,d,dốt,rốt,tốt,sốt,1,medium,0
11264,dốt,v01257,3814,final,t,dốt,dốc,dối,dốp,1,medium,0
11265,đềm,v06865,3815,tone,huyen,đềm,đêm,đệm,đểm,1,hard,0
11266,đềm,v06865,3815,vowel,ê,đềm,điềm,đèm,đàm,1,hard,0
11267,đềm,v06865,3815,onset,đ,đềm,mềm,thềm,kềm,1,easy,0
11268,đềm,v06865,3815,final,m,đềm,đề,đều,đền,1,easy,0
11269,sẩy,v04913,3816,tone,hoi,sẩy,sấy,sậy,sây,1,easy,0
11270,sẩy,v04913,3816,onset,s,sẩy,xẩy,đẩy,tẩy,1,medium,0
11271,lụng,v02775,3817,tone,nang,lụng,lùng,lúng,lung,1,hard,0
11272,lụng,v02775,3817,vowel,u,lụng,lựng,lượng,lặng,1,medium,0
11273,lụng,v02775,3817,onset,l,lụng,dụng,bụng,tụng,1,easy,0
11274,lụng,v02775,3817,final,ng,lụng,lụn,lục,lụt,1,medium,0
11275,nẻ,v03906,3818,tone,hoi,nẻ,nè,né,ne,1,medium,0
11276,nẻ,v03906,3818,vowel,e,nẻ,nể,nửa,nổ,1,medium,0
11277,nẻ,v03906,3818,onset,n,nẻ,lẻ,trẻ,sẻ,1,medium,0
11278,ganh,v01323,3819,onset,g,ganh,anh,thanh,danh,1,easy,0
11279,ganh,v01323,3819,final,nh,ganh,gan,gang,ga,1,hard,0
11280,chầm,v00602,3820,tone,huyen,chầm,chậm,châm,chẩm,1,hard,0
11281,chầm,v00602,3820,vowel,â,chầm,chìm,chùm,chàm,1,easy,0
11282,chầm,v00602,3820,onset,ch,chầm,trầm,cầm,tầm,1,medium,0
11283,chầm,v00602,3820,final,m,chầm,chần,chầu,chầy,1,easy,0
11284,nơm,v03840,3821,vowel,ơ,nơm,nôm,nâm,năm,1,hard,0
11285,nơm,v03840,3821,onset,n,nơm,cơm,thơm,bơm,1,easy,0
11286,nơm,v03840,3821,final,m,nơm,nơi,nơ,nơn,1,easy,0
11287,mọt,v03067,3822,vowel,o,mọt,một,mặt,mật,1,medium,0
11288,mọt,v03067,3822,onset,m,mọt,ngọt,lọt,giọt,1,easy,0
11289,mọt,v03067,3822,final,t,mọt,mọc,mọng,mọ,1,medium,0
11290,ụ,v07069,3823,tone,nang,ụ,ú,ù,u,1,hard,0
11291,ụ,v07069,3823,vowel,u,ụ,ự,ạ,ợ,1,medium,0
11292,ụ,v07069,3823,onset,,ụ,vụ,phụ,cụ,1,easy,0
11293,riềng,v04451,3824,vowel,iê,riềng,rằng,rừng,ràng,1,easy,0
11294,riềng,v04451,3824,onset,r,riềng,diềng,chiềng,niềng,1,medium,0
11295,nịnh,v03924,3825,tone,nang,nịnh,nình,nính,ninh,1,hard,0
11296,nịnh,v03924,3825,onset,n,nịnh,lịnh,định,trịnh,1,medium,0
11297,nịnh,v03924,3825,final,nh,nịnh,nịch,nịu,nịt,1,easy,0
11298,nhẽo,v03640,3826,tone,nga,nhẽo,nhéo,nheo,nhèo,1,medium,0
11299,nhẽo,v03640,3826,onset,nh,nhẽo,lẽo,đẽo,bẽo,1,easy,0
11300,dôi,v01135,3827,tone,ngang,dôi,dối,dồi,dội,1,hard,0
11301,dôi,v01135,3827,vowel,ô,dôi,dơi,duôi,dai,1,hard,0
11302,dôi,v01135,3827,onset,d,dôi,vôi,rôi,tôi,1,hard,0
11303,dôi,v01135,3827,final,i,dôi,dông,dôm,dô,1,easy,0
11304,chừa,v00726,3828,tone,huyen,chừa,chưa,chửa,chữa,1,hard,0
11305,chừa,v00726,3828,vowel,ưa,chừa,chờ,chùa,chè,1,easy,0
11306,chừa,v00726,3828,onset,ch,chừa,vừa,thừa,lừa,1,easy,0
11307,tùm,v05803,3829,tone,huyen,tùm,tum,tụm,tủm,1,hard,0
11308,tùm,v05803,3829,vowel,u,tùm,tìm,tầm,tiềm,1,easy,0
11309,tùm,v05803,3829,onset,t,tùm,thùm,trùm,chùm,1,medium,0
11310,ngóc,v03285,3830,vowel,o,ngóc,ngốc,ngác,ngước,1,medium,0
11311,ngóc,v03285,3830,onset,ng,ngóc,sóc,khóc,tóc,1,easy,0
11312,ngóc,v03285,3830,final,c,ngóc,ngót,ngón,ngóng,1,medium,0
11313,mún,v02957,3831,tone,sac,mún,mụn,mun,mùn,1,hard,0
11314,mún,v02957,3831,vowel,u,mún,muốn,món,mắn,1,easy,0
11315,mún,v02957,3831,onset,m,mún,bún,lún,nhún,1,easy,0
11316,mún,v02957,3831,final,n,mún,múc,mút,mú,1,easy,0
11317,xỏ,v06491,3832,vowel,o,xỏ,xổ,xử,xả,1,medium,0
11318,xỏ,v06491,3832,onset,x,xỏ,sỏ,bỏ,nhỏ,1,medium,0
11319,vát,v06076,3833,vowel,a,vát,vắt,viết,vết,1,medium,0
11320,vát,v06076,3833,onset,v,vát,dát,phát,sát,1,medium,0
11321,vát,v06076,3833,final,t,vát,vác,vách,váy,1,hard,0
11322,vẩn,v06172,3834,tone,hoi,vẩn,vần,vẫn,vấn,1,medium,1
11323,vẩn,v06172,3834,vowel,â,vẩn,vởn,vỏn,vẻn,1,medium,0
11324,vẩn,v06172,3834,onset,v,vẩn,dẩn,khẩn,ẩn,1,medium,0
11325,thặng,v05289,3835,tone,nang,thặng,thắng,thằng,thẳng,1,hard,0
11326,thặng,v05289,3835,onset,th,thặng,tặng,nặng,đặng,1,medium,0
11327,hám,v01773,3836,tone,sac,hám,ham,hãm,hạm,1,hard,0
11328,hám,v01773,3836,vowel,a,hám,hiếm,hóm,hướm,1,easy,0
11329,hám,v01773,3836,onset,h,hám,giám,khám,đám,1,easy,0
11330,hám,v01773,3836,final,m,hám,hát,hán,hái,1,easy,0
11331,gài,v01498,3837,tone,huyen,gài,gai,gải,gái,1,hard,0
11332,gài,v01498,3837,onset,g,gài,tài,bài,dài,1,easy,0
11333,gài,v01498,3837,final,i,gài,gà,gào,gàng,1,easy,0
11334,loi,v02425,3838,tone,ngang,loi,lòi,lói,lõi,1,hard,0
11335,loi,v02425,3838,onset,l,loi,noi,coi,soi,1,medium,0
11336,chưởng,v00575,3839,tone,hoi,chưởng,chường,chương,chướng,1,medium,0
11337,chưởng,v00575,3839,vowel,ươ,chưởng,chẳng,chủng,chửng,1,easy,0
11338,chưởng,v00575,3839,onset,ch,chưởng,trưởng,hưởng,tưởng,1,medium,0
11339,nhại,v03586,3840,tone,nang,nhại,nhái,nhài,nhai,1,hard,0
11340,nhại,v03586,3840,onset,nh,nhại,tại,lại,đại,1,easy,0
11341,nhại,v03586,3840,final,i,nhại,nhạc,nhạy,nhạt,1,easy,0
11342,muội,v02870,3841,tone,nang,muội,muối,muồi,muỗi,1,hard,0
11343,muội,v02870,3841,vowel,uô,muội,mội,mại,mợi,1,medium,0
11344,muội,v02870,3841,onset,m,muội,nguội,cuội,huội,1,easy,0
11345,rạ,v04591,3842,tone,nang,rạ,rà,rá,ra,1,hard,0
11346,rạ,v04591,3842,vowel,a,rạ,rịa,rộ,rựa,1,easy,0
11347,rạ,v04591,3842,onset,r,rạ,dạ,giạ,hạ,1,hard,0
11348,rạ,v04591,3842,final,,rạ,rạng,rạp,rạch,1,easy,0
11349,hớ,v01971,3843,tone,sac,hớ,hơ,hợ,hở,1,hard,0
11350,hớ,v01971,3843,vowel,ơ,hớ,hố,hứ,hứa,1,hard,0
11351,hớ,v01971,3843,onset,h,hớ,nhớ,cớ,tớ,1,easy,0
11352,hớ,v01971,3843,final,,hớ,hới,hớn,hớt,1,easy,0
11353,xẻo,v06471,3844,tone,hoi,xẻo,xèo,xéo,xeo,1,medium,0
11354,xẻo,v06471,3844,onset,x,xẻo,dẻo,lẻo,trẻo,1,easy,0
11355,xẻo,v06471,3844,final,o,xẻo,xẻ,xẻng,xẻn,1,easy,0
11356,nòi,v03806,3845,tone,huyen,nòi,noi,nọi,nói,1,hard,0
11357,nòi,v03806,3845,onset,n,nòi,lòi,đòi,còi,1,medium,0
11358,luẩn,v02470,3846,tone,hoi,luẩn,luận,luân,luấn,1,easy,0
11359,luẩn,v02470,3846,onset,l,luẩn,chuẩn,khuẩn,duẩn,1,easy,0
11360,líu,v02546,3847,tone,sac,líu,liu,lìu,lỉu,1,medium,0
11361,líu,v02546,3847,vowel,i,líu,lấu,láu,lếu,1,easy,0
11362,líu,v02546,3847,onset,l,líu,níu,xíu,víu,1,medium,0
11363,líu,v02546,3847,final,u,líu,lít,lí,lính,1,easy,0
11364,xy,v06352,3848,vowel,y,xy,xe,xa,xu,1,easy,0
11365,xy,v06352,3848,onset,x,xy,sy,quy,ty,1,medium,0
11366,máng,v02886,3849,tone,sac,máng,mang,mạng,mãng,1,hard,0
11367,máng,v02886,3849,vowel,a,máng,mắng,miếng,móng,1,medium,0
11368,máng,v02886,3849,onset,m,máng,tháng,sáng,đáng,1,easy,0
11369,máng,v02886,3849,final,ng,máng,mánh,mán,máy,1,hard,0
11370,tấy,v05862,3850,onset,t,tấy,thấy,lấy,ấy,1,medium,0
11371,tấy,v05862,3850,final,y,tấy,tất,tấn,tấm,1,easy,0
11372,nhảnh,v03597,3851,tone,hoi,nhảnh,nhành,nhanh,nhánh,1,medium,0
11373,nhảnh,v03597,3851,onset,nh,nhảnh,ảnh,cảnh,mảnh,1,easy,0
11374,nhảnh,v03597,3851,final,nh,nhảnh,nhản,nhảy,nhảm,1,medium,0
11375,gổ,v01611,3852,tone,hoi,gổ,gồ,gỗ,gô,1,medium,1
11376,gổ,v01611,3852,vowel,ô,gổ,gở,gỉ,gả,1,medium,0
11377,gổ,v01611,3852,onset,g,gổ,tổ,cổ,bổ,1,easy,0
11378,cụi,v00959,3853,tone,nang,cụi,cúi,cùi,củi,1,hard,0
11379,cụi,v00959,3853,onset,c,cụi,bụi,tụi,rụi,1,easy,0
11380,ắng,v07008,3854,vowel,ă,ắng,áng,ứng,uống,1,medium,0
11381,ắng,v07008,3854,onset,,ắng,thắng,trắng,lắng,1,easy,0
11382,ắng,v07008,3854,final,ng,ắng,ắp,ắt,ắc,1,easy,0
11383,trê,v05523,3855,tone,ngang,trê,trề,trễ,trệ,1,medium,0
11384,trê,v05523,3855,vowel,ê,trê,tre,tra,tri,1,medium,0
11385,trê,v05523,3855,onset,tr,trê,chê,lê,quê,1,medium,0
11386,rớm,v04687,3856,vowel,ơ,rớm,rướm,rấm,rắm,1,hard,0
11387,rớm,v04687,3856,onset,r,rớm,sớm,gớm,chớm,1,easy,0
11388,hóng,v01825,3857,tone,sac,hóng,hong,họng,hỏng,1,hard,0
11389,hóng,v01825,3857,vowel,o,hóng,hống,hướng,hứng,1,medium,0
11390,hóng,v01825,3857,onset,h,hóng,đóng,nóng,phóng,1,easy,0
11391,hóng,v01825,3857,final,ng,hóng,hón,hóc,hóm,1,medium,0
11392,ú,v06609,3858,tone,sac,ú,u,ụ,ủ,1,hard,0
11393,ú,v06609,3858,vowel,u,ú,ứ,ý,á,1,medium,0
11394,ú,v06609,3858,onset,,ú,phú,chú,trú,1,easy,0
11395,ú,v06609,3858,final,,ú,út,úc,úng,1,easy,0
11396,trỏ,v05637,3859,tone,hoi,trỏ,trò,trọ,tro,1,medium,0
11397,trỏ,v05637,3859,vowel,o,trỏ,trổ,trẻ,trở,1,medium,0
11398,trỏ,v05637,3859,onset,tr,trỏ,chỏ,bỏ,nhỏ,1,medium,0
11399,nép,v03789,3860,vowel,e,nép,nếp,nắp,núp,1,medium,0
11400,nép,v03789,3860,onset,n,nép,lép,phép,ép,1,medium,0
11401,nép,v03789,3860,final,p,nép,nét,nén,ném,1,easy,0
11402,lụi,v02772,3861,tone,nang,lụi,lùi,lúi,lui,1,hard,0
11403,lụi,v02772,3861,onset,l,lụi,bụi,tụi,rụi,1,easy,0
11404,cùi,v00818,3862,tone,huyen,cùi,củi,cui,cụi,1,hard,0
11405,cùi,v00818,3862,onset,c,cùi,bùi,mùi,lùi,1,easy,0
11406,rứt,v04713,3863,vowel,ư,rứt,rút,rớt,rất,1,hard,0
11407,rứt,v04713,3863,onset,r,rứt,dứt,đứt,vứt,1,medium,0
11408,pôn,v04264,3864,vowel,ô,pôn,pon,pin,pan,1,medium,0
11409,pôn,v04264,3864,onset,p,pôn,môn,hôn,thôn,1,easy,0
11410,đỉa,v06878,3865,tone,hoi,đỉa,đìa,địa,đĩa,1,medium,1
11411,đỉa,v06878,3865,vowel,ia,đỉa,để,đủ,đổ,1,easy,0
11412,đỉa,v06878,3865,onset,đ,đỉa,vỉa,tỉa,mỉa,1,easy,0
11413,ố,v07042,3866,tone,sac,ố,ô,ộ,ổ,1,hard,0
11414,ố,v07042,3866,vowel,ô,ố,ó,ớ,ý,1,hard,0
11415,ố,v07042,3866,onset,,ố,số,phố,bố,1,easy,0
11416,ố,v07042,3866,final,,ố,ống,ốc,ốm,1,easy,0
11417,đận,v06833,3867,tone,nang,đận,đần,đẫn,đân,1,medium,0
11418,đận,v06833,3867,vowel,â,đận,đợn,điện,đạn,1,medium,0
11419,đận,v06833,3867,onset,đ,đận,nhận,quận,vận,1,easy,0
11420,đận,v06833,3867,final,n,đận,đậu,đập,đậm,1,easy,0
11421,choạng,v00431,3868,tone,nang,choạng,choáng,choàng,choang,1,hard,0
11422,choạng,v00431,3868,onset,ch,choạng,loạng,soạng,nhoạng,1,easy,0
11423,ngốn,v03367,3869,tone,sac,ngốn,ngôn,ngộn,ngỗn,1,hard,0
11424,ngốn,v03367,3869,vowel,ô,ngốn,ngón,ngớn,nguốn,1,hard,0
11425,ngốn,v03367,3869,onset,ng,ngốn,vốn,trốn,bốn,1,easy,0
11426,ngốn,v03367,3869,final,n,ngốn,ngốc,ngố,ngốt,1,easy,0
11427,đoái,v06673,3870,onset,đ,đoái,ngoái,thoái,khoái,1,easy,0
11428,diệm,v01030,3871,tone,nang,diệm,diếm,diềm,diễm,1,hard,0
11429,diệm,v01030,3871,vowel,iê,diệm,dặm,dụm,dậm,1,easy,0
11430,diệm,v01030,3871,onset,d,diệm,nhiệm,nghiệm,niệm,1,easy,0
11431,diệm,v01030,3871,final,m,diệm,diện,diệt,diệu,1,easy,0
11432,mền,v03047,3872,vowel,ê,mền,miền,mèn,màn,1,hard,0
11433,mền,v03047,3872,onset,m,mền,nền,bền,đền,1,easy,0
11434,mền,v03047,3872,final,n,mền,mềnh,mềm,mề,1,medium,0
11435,hợt,v01987,3873,vowel,ơ,hợt,hột,hạt,hụt,1,medium,0
11436,hợt,v01987,3873,onset,h,hợt,đợt,chợt,vợt,1,easy,0
11437,hợt,v01987,3873,final,t,hợt,hợp,hợi,hợm,1,easy,0
11438,siêng,v04745,3874,vowel,iê,siêng,sang,sông,song,1,easy,0
11439,siêng,v04745,3874,onset,s,siêng,xiêng,riêng,thiêng,1,medium,0
11440,siêng,v04745,3874,final,ng,siêng,siên,siêu,siêm,1,medium,0
11441,tánh,v05742,3875,tone,sac,tánh,tanh,tạnh,tành,1,hard,0
11442,tánh,v05742,3875,onset,t,tánh,thánh,đánh,tránh,1,medium,0
11443,tánh,v05742,3875,final,nh,tánh,tán,táng,tác,1,hard,0
11444,nhấm,v03601,3876,tone,sac,nhấm,nhậm,nhâm,nhẫm,1,hard,0
11445,nhấm,v03601,3876,vowel,â,nhấm,nhóm,nhắm,nhím,1,easy,0
11446,nhấm,v03601,3876,onset,nh,nhấm,cấm,tấm,ấm,1,easy,0
11447,nhấm,v03601,3876,final,m,nhấm,nhất,nhấn,nhấp,1,easy,0
11448,đọ,v06885,3877,tone,nang,đọ,đó,đò,đỏ,1,hard,0
11449,đọ,v06885,3877,vowel,o,đọ,độ,địa,đệ,1,medium,0
11450,đọ,v06885,3877,onset,đ,đọ,họ,thọ,trọ,1,easy,0
11451,đọ,v06885,3877,final,,đọ,đọc,đọng,đọt,1,easy,0
11452,rựa,v04719,3878,tone,nang,rựa,rứa,rửa,rữa,1,medium,0
11453,rựa,v04719,3878,vowel,ưa,rựa,rịa,rộ,rạ,1,easy,0
11454,rựa,v04719,3878,onset,r,rựa,dựa,lựa,nhựa,1,medium,0
11455,ghẹo,v01344,3879,onset,gh,ghẹo,kẹo,sẹo,mẹo,1,easy,0
11456,đênh,v06732,3880,onset,đ,đênh,kênh,chênh,nghênh,1,easy,0
11457,đênh,v06732,3880,final,nh,đênh,đên,đêm,đê,1,medium,0
11458,sứt,v05012,3881,vowel,ư,sứt,sút,sớt,sát,1,hard,0
11459,sứt,v05012,3881,onset,s,sứt,dứt,đứt,vứt,1,easy,0
11460,nít,v03803,3882,vowel,i,nít,nét,nát,nút,1,easy,0
11461,nít,v03803,3882,onset,n,nít,lít,ít,hít,1,medium,0
11462,nít,v03803,3882,final,t,nít,ních,níu,nín,1,medium,0
11463,gẫy,v01579,3883,tone,nga,gẫy,gấy,gây,gầy,1,medium,0
11464,gẫy,v01579,3883,onset,g,gẫy,rẫy,bẫy,lẫy,1,easy,0
11465,cỗi,v00937,3884,tone,nga,cỗi,cối,côi,cội,1,medium,0
11466,cỗi,v00937,3884,onset,c,cỗi,mỗi,lỗi,nỗi,1,easy,0
11467,bịu,v00289,3885,tone,nang,bịu,bìu,bíu,bỉu,1,hard,0
11468,bịu,v00289,3885,onset,b,bịu,chịu,dịu,địu,1,easy,0
11469,bịu,v00289,3885,final,u,bịu,bị,bịt,bịch,1,easy,0
11470,loanh,v02422,3886,onset,l,loanh,doanh,oanh,khoanh,1,easy,0
11471,loanh,v02422,3886,final,nh,loanh,loan,loang,loa,1,hard,0
11472,mánh,v02887,3887,tone,sac,mánh,mạnh,manh,mãnh,1,hard,0
11473,mánh,v02887,3887,onset,m,mánh,đánh,tránh,ánh,1,easy,0
11474,mánh,v02887,3887,final,nh,mánh,máng,mán,máy,1,hard,0
11475,lỉnh,v02702,3888,tone,hoi,lỉnh,lình,linh,lĩnh,1,medium,1
11476,lỉnh,v02702,3888,onset,l,lỉnh,tỉnh,chỉnh,đỉnh,1,easy,0
11477,khư,v02175,3889,tone,ngang,khư,khứ,khừ,khử,1,hard,0
11478,khư,v02175,3889,vowel,ư,khư,khu,khơ,khi,1,hard,0
11479,khư,v02175,3889,onset,kh,khư,như,tư,thư,1,easy,0
11480,rết,v04640,3890,vowel,ê,rết,rét,riết,rất,1,hard,0
11481,rết,v04640,3890,onset,r,rết,giết,kết,hết,1,medium,0
11482,rết,v04640,3890,final,t,rết,rếu,rế,rến,1,easy,0
11483,dế,v01231,3891,tone,sac,dế,dễ,dê,dề,1,hard,0
11484,dế,v01231,3891,vowel,ê,dế,dí,dứa,dó,1,easy,0
11485,dế,v01231,3891,onset,d,dế,vế,rế,thế,1,hard,0
11486,xâu,v06370,3892,onset,x,xâu,sâu,câu,châu,1,medium,0
11487,xâu,v06370,3892,final,u,xâu,xây,xâm,xân,1,easy,0
11488,nứa,v03965,3893,tone,sac,nứa,nữa,nưa,nửa,1,hard,0
11489,nứa,v03965,3893,vowel,ưa,nứa,nó,né,ná,1,easy,0
11490,nứa,v03965,3893,onset,n,nứa,lứa,đứa,chứa,1,medium,0
11491,nhẽ,v03639,3894,tone,nga,nhẽ,nhé,nhẹ,nhè,1,medium,0
11492,nhẽ,v03639,3894,vowel,e,nhẽ,nhễ,nhã,nhĩ,1,medium,0
11493,nhẽ,v03639,3894,onset,nh,nhẽ,sẽ,lẽ,mẽ,1,easy,0
11494,diệc,v01029,3895,vowel,iê,diệc,dục,dược,dọc,1,easy,0
11495,diệc,v01029,3895,onset,d,diệc,việc,riệc,tiệc,1,hard,0
11496,diệc,v01029,3895,final,c,diệc,diệt,diện,diệu,1,medium,0
